Haplotype,N,Mean,Effect,95% CI,Cohen's d,Effect Size,P-value,Direction
Hap30,1,44.575,-11.110,"[nan, nan]",0.000,negligible,1.0000,negative (-)
Hap29,2,45.716,-9.970,"[-10.71, -9.23]",-1.468,large,0.0000***,negative (-)
Hap17,5,45.865,-9.821,"[-12.80, -6.85]",-1.450,large,0.0019***,negative (-)
Hap13,6,47.735,-7.951,"[-11.26, -4.64]",-1.175,large,0.0042***,negative (-)
Hap10,9,48.892,-6.794,"[-11.26, -2.33]",-0.999,large,0.0166*,negative (-)
Hap14,4,49.432,-6.254,"[-11.16, -1.35]",-0.922,large,0.0841,negative (-)
Hap11,8,49.546,-6.140,"[-10.40, -1.88]",-0.905,large,0.0241*,negative (-)
Hap7,14,61.089,+5.403,"[1.29, 9.52]",0.790,medium,0.0222*,positive (+)
Hap2,29,50.342,-5.344,"[-7.47, -3.22]",-0.796,medium,0.0000***,negative (-)
Hap16,5,50.793,-4.893,"[-12.03, 2.25]",-0.718,medium,0.2491,negative (-)
Hap21,3,50.960,-4.726,"[-10.44, 0.99]",-0.696,medium,0.2428,negative (-)
Hap12,7,51.039,-4.647,"[-7.13, -2.17]",-0.688,medium,0.0077***,negative (-)
Hap9,8,51.301,-4.385,"[-7.31, -1.46]",-0.649,medium,0.0191*,negative (-)
Hap20,4,51.522,-4.164,"[-13.30, 4.98]",-0.610,medium,0.4369,negative (-)
Hap22,3,51.527,-4.159,"[-11.49, 3.17]",-0.612,medium,0.3800,negative (-)
Hap19,4,52.030,-3.656,"[-7.20, -0.12]",-0.539,medium,0.1288,negative (-)
Hap26,2,52.107,-3.579,"[-7.49, 0.33]",-0.527,medium,0.3111,negative (-)
Hap5,19,52.461,-3.225,"[-6.30, -0.15]",-0.475,small,0.0528,negative (-)
Hap4,21,52.566,-3.120,"[-6.96, 0.72]",-0.451,small,0.1257,negative (-)
Hap18,4,52.588,-3.098,"[-11.73, 5.53]",-0.454,small,0.5318,negative (-)
Hap15,7,58.526,+2.840,"[-0.90, 6.58]",0.419,small,0.1834,positive (+)
Hap8,12,53.179,-2.507,"[-6.39, 1.38]",-0.369,small,0.2305,negative (-)
Hap27,2,58.050,+2.364,"[-4.70, 9.43]",0.348,small,0.6286,positive (+)
Hap3,33,57.882,+2.196,"[-0.47, 4.87]",0.320,small,0.1155,positive (+)
Hap28,1,53.889,-1.797,"[nan, nan]",0.000,negligible,1.0000,negative (-)
Hap6,14,57.146,+1.461,"[-3.38, 6.30]",0.212,small,0.5637,positive (+)
Hap24,3,54.979,-0.707,"[-3.28, 1.87]",-0.104,negligible,0.6372,negative (-)
Hap23,2,56.290,+0.604,"[-12.17, 13.37]",0.089,negligible,0.9411,positive (+)
Hap25,2,55.336,-0.350,"[-2.18, 1.48]",-0.051,negligible,0.7580,negative (-)
Hap1,353,55.686,REF,-,-,-,-,-
