Haplotype,N,Mean,Effect,95% CI,Cohen's d,Effect Size,P-value,Direction
Hap31,2,43.554,-11.417,"[-17.66, -5.17]",-2.077,large,0.1672,negative (-)
Hap12,7,62.786,+7.815,"[3.19, 12.44]",1.415,large,0.0149*,positive (+)
Hap29,2,47.352,-7.619,"[-9.42, -5.82]",-1.388,large,0.0308*,negative (-)
Hap20,5,48.339,-6.632,"[-12.00, -1.26]",-1.203,large,0.0700,negative (-)
Hap24,3,48.531,-6.440,"[-13.63, 0.75]",-1.169,large,0.2184,negative (-)
Hap18,4,61.361,+6.390,"[3.82, 8.96]",1.169,large,0.0105*,positive (+)
Hap13,7,61.281,+6.310,"[1.17, 11.45]",1.137,large,0.0511,positive (+)
Hap5,18,48.749,-6.222,"[-8.23, -4.21]",-1.153,large,0.0000***,negative (-)
Hap8,9,49.084,-5.888,"[-9.78, -2.00]",-1.067,large,0.0164*,negative (-)
Hap19,5,49.508,-5.463,"[-8.84, -2.08]",-0.998,large,0.0292*,negative (-)
Hap3,58,60.420,+5.449,"[3.19, 7.70]",0.875,large,0.0000***,positive (+)
Hap22,4,50.219,-4.752,"[-10.25, 0.75]",-0.864,large,0.1853,negative (-)
Hap11,7,50.271,-4.701,"[-8.03, -1.37]",-0.859,large,0.0289*,negative (-)
Hap9,9,59.135,+4.163,"[-0.85, 9.18]",0.743,medium,0.1408,positive (+)
Hap6,21,51.052,-3.920,"[-6.84, -1.00]",-0.698,medium,0.0149*,negative (-)
Hap27,3,51.058,-3.914,"[-14.55, 6.72]",-0.704,medium,0.5449,negative (-)
Hap10,7,51.225,-3.747,"[-5.58, -1.92]",-0.690,medium,0.0031***,negative (-)
Hap33,2,51.437,-3.534,"[-7.08, 0.01]",-0.644,medium,0.2826,negative (-)
Hap14,6,51.756,-3.215,"[-8.35, 1.92]",-0.582,medium,0.2718,negative (-)
Hap16,5,52.593,-2.379,"[-6.19, 1.43]",-0.434,small,0.2827,negative (-)
Hap4,25,52.617,-2.354,"[-5.07, 0.36]",-0.418,small,0.0997,negative (-)
Hap30,2,53.242,-1.729,"[-3.64, 0.18]",-0.315,small,0.2648,negative (-)
Hap26,3,56.167,+1.196,"[-8.28, 10.67]",0.216,small,0.8274,positive (+)
Hap28,2,53.796,-1.175,"[-5.99, 3.63]",-0.214,small,0.7124,negative (-)
Hap17,5,56.061,+1.090,"[-4.83, 7.01]",0.197,negligible,0.7359,positive (+)
Hap32,1,53.956,-1.016,"[nan, nan]",0.000,negligible,1.0000,negative (-)
Hap15,4,55.778,+0.807,"[-10.03, 11.64]",0.143,negligible,0.8931,positive (+)
Hap7,15,54.385,-0.586,"[-5.13, 3.95]",-0.101,negligible,0.8037,negative (-)
Hap23,4,54.452,-0.520,"[-13.82, 12.78]",-0.091,negligible,0.9438,negative (-)
Hap25,3,54.553,-0.418,"[-6.28, 5.45]",-0.076,negligible,0.9012,negative (-)
Hap2,118,55.213,+0.242,"[-1.28, 1.76]",0.039,negligible,0.7554,positive (+)
Hap21,4,54.853,-0.119,"[-3.45, 3.21]",-0.022,negligible,0.9483,negative (-)
Hap1,194,54.971,REF,-,-,-,-,-
